FileName,Class
00000001_012.png,Attentive
00000002_001.png,Attentive
00000002_008.png,Attentive
00000005_020.png,Attentive
00000007_008.png,Attentive
00000008_029.png,Attentive
00000009_003.png,Attentive
00000009_004.png,Attentive
00000009_013.png,Attentive
00000009_026.png,Attentive
00000010_003.png,Attentive
00000010_028.png,Attentive
00000011_001.png,Attentive
00000011_004.png,Attentive
00000011_010.png,Attentive
00000011_016.png,Attentive
00000011_020.png,Attentive
00000012_010.png,Attentive
00000013_011.png,Attentive
00000013_021.png,Attentive
00000013_029.png,Attentive
00000014_003.png,Attentive
00000015_000.png,Attentive
00000015_013.png,Attentive
00000017_000.png,Attentive
00000017_001.png,Attentive
00000017_003.png,Attentive
00000019_004.png,Attentive
00000019_020.png,Attentive
00000021_019.png,Attentive
00000022_013.png,Attentive
00000022_014.png,Attentive
00000023_025.png,Attentive
00000024_008.png,Attentive
00000024_013.png,Attentive
00000024_024.png,Attentive
00000025_015.png,Attentive
00000026_016.png,Attentive
00000026_020.png,Attentive
00000026_027.png,Attentive
00000027_018.png,Attentive
00000027_029.png,Attentive
00000028_017.png,Attentive
00000028_018.png,Attentive
00000034_026.png,Attentive
00000034_029.png,Attentive
00000035_004.png,Attentive
00000036_008.png,Attentive
00000036_023.png,Attentive
00000037_000.png,Attentive
00000037_004.png,Attentive
00000037_006.png,Attentive
00000037_007.png,Attentive
00000038_002.png,Attentive
00000038_020.png,Attentive
00000039_013.png,Attentive
00000040_023.png,Attentive
00000040_028.png,Attentive
00000041_007.png,Attentive
00000042_009.png,Attentive
00000045_002.png,Attentive
00000045_007.png,Attentive
00000046_010.png,Attentive
00000046_014.png,Attentive
00000046_023.png,Attentive
00000047_017.png,Attentive
00000048_010.png,Attentive
00000048_018.png,Attentive
00000048_028.png,Attentive
00000049_017.png,Attentive
00000049_027.png,Attentive
00000050_028.png,Attentive
00000051_002.png,Attentive
00000051_019.png,Attentive
00000051_021.png,Attentive
00000052_013.png,Attentive
00000052_021.png,Attentive
00000052_026.png,Attentive
00000054_015.png,Attentive
00000054_028.png,Attentive
00000054_029.png,Attentive
00000055_003.png,Attentive
00000056_010.png,Attentive
00000057_001.png,Attentive
00000058_011.png,Attentive
00000058_017.png,Attentive
00000058_024.png,Attentive
00000059_006.png,Attentive
00000059_022.png,Attentive
00000062_014.png,Attentive
00000063_003.png,Attentive
00000063_018.png,Attentive
00000063_027.png,Attentive
00000066_005.png,Attentive
00000067_012.png,Attentive
00000067_025.png,Attentive
00000068_001.png,Attentive
00000068_028.png,Attentive
00000070_029.png,Attentive
00000071_013.png,Attentive
00000072_027.png,Attentive
00000075_027.png,Attentive
00000076_022.png,Attentive
00000076_028.png,Attentive
00000077_009.png,Attentive
00000078_018.png,Attentive
00000078_023.png,Attentive
00000079_009.png,Attentive
00000079_017.png,Attentive
00000079_025.png,Attentive
00000079_026.png,Attentive
00000083_024.png,Attentive
00000083_028.png,Attentive
00000084_001.png,Attentive
00000084_004.png,Attentive
00000089_016.png,Attentive
00000090_004.png,Attentive
00000091_010.png,Attentive
00000092_012.png,Attentive
00000092_019.png,Attentive
00000097_027.png,Attentive
00000099_006.png,Attentive
00000099_008.png,Attentive
00000300_023.png,Attentive
00000304_003.png,Attentive
00000313_001.png,Attentive
00000315_004.png,Attentive
00000320_017.png,Attentive
00000321_025.png,Attentive
00000324_011.png,Attentive
00000324_014.png,Attentive
00000324_028.png,Attentive
00000325_022.png,Attentive
00000326_000.png,Attentive
00000328_013.png,Attentive
00000331_013.png,Attentive
00000332_028.png,Attentive
00000342_019.png,Attentive
00000361_027.png,Attentive
00000364_025.png,Attentive
00000371_006.png,Attentive
00000376_025.png,Attentive
00000377_009.png,Attentive
00000412_001.png,Attentive
00000421_008.png,Attentive
00000432_026.png,Attentive
CAT_01_00000113_015.png,Attentive
CAT_01_00000122_021.png,Attentive
CAT_01_00000134_025.png,Attentive
CAT_01_00000135_004.png,Attentive
CAT_01_00000136_000.png,Attentive
CAT_01_00000141_006.png,Attentive
CAT_01_00000141_022.png,Attentive
CAT_01_00000149_004.png,Attentive
CAT_01_00000151_027.png,Attentive
CAT_01_00000158_019.png,Attentive
CAT_01_00000161_025.png,Attentive
CAT_01_00000176_017.png,Attentive
00000006_022.png,Predatory
00000007_002.png,Predatory
00000009_005.png,Predatory
00000026_008.png,Predatory
00000032_026.png,Predatory
00000036_005.png,Predatory
00000050_010.png,Predatory
00000402_019.png,Predatory
00000444_010.png,Predatory
00000451_025.png,Predatory
CAT_01_00000103_022.png,Predatory
CAT_01_00000136_019.png,Predatory
CAT_01_00000142_018.png,Predatory
00000005_017.png,Relaxed
00000006_008.png,Relaxed
00000008_002.png,Relaxed
00000015_020.png,Relaxed
00000017_008.png,Relaxed
00000017_019.png,Relaxed
00000017_020.png,Relaxed
00000018_029.png,Relaxed
00000020_017.png,Relaxed
00000022_010.png,Relaxed
00000023_007.png,Relaxed
00000024_012.png,Relaxed
00000025_029.png,Relaxed
00000027_027.png,Relaxed
00000028_004.png,Relaxed
00000029_029.png,Relaxed
00000032_002.png,Relaxed
00000033_022.png,Relaxed
00000035_006.png,Relaxed
00000037_013.png,Relaxed
00000037_026.png,Relaxed
00000041_012.png,Relaxed
00000049_026.png,Relaxed
00000050_014.png,Relaxed
00000060_003.png,Relaxed
00000062_023.png,Relaxed
00000063_006.png,Relaxed
00000069_022.png,Relaxed
00000072_025.png,Relaxed
00000088_022.png,Relaxed
00000096_003.png,Relaxed
00000098_019.png,Relaxed
00000098_020.png,Relaxed
00000314_014.png,Relaxed
00000321_012.png,Relaxed
00000321_019.png,Relaxed
00000327_025.png,Relaxed
00000334_017.png,Relaxed
00000341_011.png,Relaxed
00000342_028.png,Relaxed
00000345_027.png,Relaxed
00000351_022.png,Relaxed
00000352_014.png,Relaxed
00000354_019.png,Relaxed
00000354_021.png,Relaxed
00000356_006.png,Relaxed
00000357_012.png,Relaxed
00000358_025.png,Relaxed
00000365_027.png,Relaxed
00000369_007.png,Relaxed
00000371_009.png,Relaxed
00000377_001.png,Relaxed
00000384_025.png,Relaxed
00000395_013.png,Relaxed
00000396_012.png,Relaxed
00000397_023.png,Relaxed
00000404_003.png,Relaxed
00000408_016.png,Relaxed
00000410_020.png,Relaxed
00000412_019.png,Relaxed
00000413_026.png,Relaxed
00000427_001.png,Relaxed
00000427_010.png,Relaxed
00000432_028.png,Relaxed
00000434_019.png,Relaxed
00000437_017.png,Relaxed
00000437_020.png,Relaxed
00000439_006.png,Relaxed
00000440_002.png,Relaxed
00000440_010.png,Relaxed
00000441_024.png,Relaxed
00000442_023.png,Relaxed
00000446_002.png,Relaxed
00000446_007.png,Relaxed
00000450_002.png,Relaxed
00000453_007.png,Relaxed
CAT_01_00000101_006.png,Relaxed
CAT_01_00000103_004.png,Relaxed
CAT_01_00000103_026.png,Relaxed
CAT_01_00000104_001.png,Relaxed
CAT_01_00000108_021.png,Relaxed
CAT_01_00000109_008.png,Relaxed
CAT_01_00000109_024.png,Relaxed
CAT_01_00000112_021.png,Relaxed
CAT_01_00000126_001.png,Relaxed
CAT_01_00000127_016.png,Relaxed
CAT_01_00000129_000.png,Relaxed
CAT_01_00000131_009.png,Relaxed
CAT_01_00000131_016.png,Relaxed
CAT_01_00000137_022.png,Relaxed
CAT_01_00000138_011.png,Relaxed
CAT_01_00000143_005.png,Relaxed
CAT_01_00000148_028.png,Relaxed
CAT_01_00000149_011.png,Relaxed
CAT_01_00000149_013.png,Relaxed
CAT_01_00000150_029.png,Relaxed
CAT_01_00000156_027.png,Relaxed
CAT_01_00000160_003.png,Relaxed
CAT_01_00000166_026.png,Relaxed
CAT_01_00000176_006.png,Relaxed
CAT_01_00000176_010.png,Relaxed
CAT_01_00000184_023.png,Relaxed
00000018_006.png,Terrified
00000022_005.png,Terrified
00000026_001.png,Terrified
00000028_002.png,Terrified
00000029_024.png,Terrified
00000030_029.png,Terrified
00000032_015.png,Terrified
00000043_020.png,Terrified
00000043_021.png,Terrified
00000046_021.png,Terrified
00000059_025.png,Terrified
00000072_022.png,Terrified
00000073_001.png,Terrified
00000095_004.png,Terrified
00000303_013.png,Terrified
CAT_01_00000178_004.png,Terrified
CAT_01_00000178_026.png,Terrified
00000010_029.png,Worried
00000015_019.png,Worried
00000016_018.png,Worried
00000020_018.png,Worried
00000027_000.png,Worried
00000031_028.png,Worried
00000037_001.png,Worried
00000040_029.png,Worried
00000051_011.png,Worried
00000058_018.png,Worried
00000063_012.png,Worried
00000064_028.png,Worried
00000335_026.png,Worried
00000346_019.png,Worried
00000353_007.png,Worried
CAT_01_00000106_006.png,Worried
CAT_01_00000123_010.png,Worried
CAT_01_00000138_000.png,Worried
CAT_01_00000142_029.png,Worried
CAT_01_00000177_013.png,Worried
